Timestamp,Email Address,Region,Province,City/ Municipality, Name of Laboratory,Type of Ownership,Type of Testing,Zoning Catchment Area (province/city/municipality) + total specimen per area per day (i.e. Rizal-50),Operating Hours per day,Operating Days,Declared turnaround time from specimen receipt to results release (in hours),Cut off time,"Actual Maximum Operational Capacity per day (# of samples than can be tested  per day-based on available machine, HR, operating hours, etc.  i.e. 1000)","Maximum number of samples that can be processed per day (based on available machine, HR, supplies, operating hours, etc. i.e. 1000)",Status of Laboratory Operational Capacity,Factors Affecting Current Operational Capacity,Number of Operational Extraction Machine ,Compatible Specimen Collection Kit to Extraction Machines,Number of Sansure SSR needed per day ,Number of VTM needed per day,Compatible DOH Procured Automated Extraction Kit to Extraction Machine,Number of Automated Extraction Kit needed per day,"Maximum Automated Extraction Output Per Day (maximum number of samples extracted per day based on available machine, HR, operating hours, etc.)","Current Automated Extraction Output per day (actual number of samples extracted per day based on available machine, HR, supplies, operating hours, etc.)",Number of Manual Extraction Kit needed per day,"Maximum Manual Extraction Output Per Day (maximum number of samples that can be extracted per day based on available machine, HR, operating hours, etc.)","Current Manual Extraction Output per day (current number of samples that can be extracted per day based on available machine, HR, supplies, operating hours, etc.)",Factors Affecting Extraction Output ,Operational PCR Machines,Number of PCR Kits needed per day,"Maximum PCR Output per day (maximum samples processed per day based on available machine, HR, operating hours, etc.)","Current PCR Output per day (current samples  processed per day based on available machine, HR, supplies, operating hours, etc.)",Type of Cartridge-based RT-PCR Machine,Type of Cartridged-based Modules,Total Operational Machine Modules (numeric value),Total number of Genexpert cartridges needed per day (numeric value),Total number of GeneXpert cartridges needed per month (numeric value),Other Requirements Prior to Acceptance of Samples,Other Laboratory Needs,Laboratory Contact Person,Contact Number (For DOH only),Specimens Collected,Preferred DOH Procured Manual Extraction Kit ,Brand of PCR Machines,Compatible DOH Procured PCR Kits to PCR Machines,Brand of RNA Extraction Machine,Testing output relative to capacity (number of samples tested/ declared maximum number of samples that can be processed) x 100 ,Positive Control Failure (No of runs in a day affected by a positive control failure),Internal Control Failure (No. of samples released with invalid result/ total number of samples tested for the day x 100),Negative Control Failure (No. of runs in a day affected by negative control failure),Declared turnaround time from specimen receipt to results release (in hours),Maximum Machine Operational Capacity [total samples per run x number of runs per day x total machines (separate RNA extraction from RT PCR machines i.e. 400; 500)],Total samples tested last week (from Mon to Sun),Total Cartridged-based samples tested per day
5/10/2021 11:14:08,sharyll.gonzales@gmail.com,X,Misamis Oriental ,Cagayan de Oro City,Philippine Red Cross-Cagayan de Oro Molecular Laboratory,Private,RT-PCR,"Iligan-407
Bukidnon-260
Gingoog-23
Digos-60
Tagum-10
Oroquieta-21
Ozamiz-27
Kidapawan-14
Cotabato City-25
Gensan-40
South Cotabato-17",24 hours,7 days with holidays,48 hours,N/A,,2000,Average/Manageable,Presence of other Covid  Molecular Laboratories both public and private,1,Sansure SSR,12 SRR vials/tubes,200,N/A,12 tubes,318,,N/A,N/A,,,2,8 PCR kits(48T),318,,N/A,N/A,2,,N/A,,N/A,Arabella Radaza,N/A,NPS and OPS,Not Applicable,Sansure MA 6000,Sansure,Sansure Natch CS,2000,N/A,N/A,N/A,48 hours ,2000; 318,2229,N/A
5/10/2021 11:15:06,mcayes@up.edu.ph,NCR,Metro Manila,Quezon City,UP Philippine Genome Center,Other Government Agency,RT-PCR,"QC - 150, Rizal - 100, Pasig - 50, Mandaluyong - 50",12 hours,5 days with holidays,48 hours,12 NN,,350,Average/Manageable,WGS biosurveillance effort done alongside RT-PCR testing,1,VTM and SSR,N/A,40,GeneAmplify BeaDxMax RNA Extraction Kit,20 cartridges,144,,200 preps,300,,,3,500,350,,,,,,,,Additional RT-PCR kits and extraction kits intended to supplement WGS Biosurveillance effort; PPE (gloves),Marc Edsel C. Ayes,09399082296,NPS and OPS,"Thermofisher Genejet Viral DNA/RNA Purification Kit, GenAmplify TM Viral RNA Purification Kit, QIAGEN QIAamp RNA extraction kit",Bio-Rad CFX96,"BGI, Mirxes Fortitude 2.0",Panagene Panamax 48,70%,0,0,0,48,500,1774,
5/10/2021 11:16:16,covidlab@drmc.doh.gov.ph,XI,DAVAO DEL NORTE,CITY OF TAGUM,Davao Regional Medical Center Cartridged Based Laboratory,DOH Owned,GeneXpert,DRMC-50,8 hours,7 days with holidays,24 hours,5:00 PM,,154,Average/Manageable,N/A,No Extraction Machine,"VTM, Sansure SSR, VTM and SSR",N/A,N/A,,,,,,,,,4,50,153,,Cepheid GeneXpert,"Four placer, Sixteen placer",23,,1600,,"N95 (1860s), ALCOHOL, LYSOL, DISPOSABLE GOWNS, GLOVES",JENRY KEN VINCENT I. MIBATO,09177015438,NPS and OPS,,GENEXPERT,,GENEXPERT,33,N/A,N/A,N/A,24,154,324,50
5/10/2021 11:17:01,wvmcsnl@yahoo.com,VI,Iloilo,Iloilo City,WESTERN VISAYAS MEDICAL CENTER,DOH Owned,RT-PCR,"Iloilo Province - 500, Iloilo City - 100, Antique - 200, Guimaras - 100, Referral Hospitals - 100, Capiz - 100, WVMC Patients - 200",24 hours,7 days with holidays,48 hours,5 pm for receiving of samples,,1200,Average/Manageable,lack of consummables,5,VTM and SSR,NA,300,"Thermo Scientific Magmax Extraction kit, Kingfisher with consumables, MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit",3,700,,3,600,,,6,4 for Mirxes A* Fortitude,700,,,,,,,,NA,"Cecilia E. Resol, RMT",09173157654,NPS and OPS,"Thermofisher Genejet Viral DNA/RNA Purification Kit, Macherey Nagel Nucleospin DX Virus","ABI Quantstudio, Bio-Rad CFX96, Sansure MA 6000","BGI, A Star Fortitude Kit 2.0, Sansure","Auto-Pure32A (Allsheng), Genolution Nextractor 48, Kingfisher, Qiagen Qiacube",41.67,0,1.09,0,48,1200,3390,
5/10/2021 11:44:37,ladavao@sddiph.com,XI,Davao del sur,Davao City,Safeguard DNA Diagnostics Inc.-Davao,Private,RT-PCR,Davao City-0,16 hours,5 days,"48 hours, 72 hours",48 HRS - 72 HRS. : 8PM,,500,Average/Manageable,MANPOWER,4,"VTM, VTM and SSR",NA,500,LabTurbo RNA Extraction Kit,2 - 3 KITS,500,,NA,NA,,,3,1,500,,N/A,NA,NA,,NA,,"COMPLETE CIF version 8, ID OF PATIENT PRIOR APPOINTMENT",GILBERT VERGARA,09152052114,NPS and OPS,Not Applicable,BIORAD CFX96 AND AIO,LOGIX SMART (COVID 19 KIT),"Lab Turbo, LAB TURBO 48 RNA AND DNA EXTRACTION MACHINE",,0,0,0,24-48 HRS.,470; 462,0,NA
5/10/2021 11:51:45,subicmolecularlab2020@gmail.com,III,ZAMBALES,OLONGAPO CITY,PHILIPPINE RED CROSS SUBIC MOLECULAR LAB,Private,RT-PCR,"SUBIC - 150, OLONGAPO - 15, BATAAN - 40, ",12 hours,7 days with holidays,"24 hours, 48 hours",4PM,,1000,Increase,INFLUX OF SAMPLES,1,"Sansure SSR, Saliva Collection Container",10,200,,10,1000,,N/A,N/A,,,2,60,1000,,,,,,,,N95 3M RESPIRATORS,AMIRA ALVAREZ,09087268882,"NPS and OPS, Saliva",,Sansure MA 6000,,Sansure Natch CS,,NONE,NONE,NONE,8 - 10 HRS,1000,2687,
5/10/2021 11:54:31,molecularlabencoders.supercare@gmail.com,NCR,NCR,Manila City,Supercare Medical Services Inc,Private,RT-PCR,NCR - 200,12 hours,6 days with holidays,24 hours,5pm,,1000,Average/Manageable,Arrival of samples,2,VTM,,,,,,,,,,,2,,,,,,,,,,-,Cristina Chua,09178276887,1 NPS only,XABT Nucleic Extraction Kit,"Bioer LineGene 9600 series, Roche Lightcycler 480 II",,"BIOER Magabio Virus DNA/RNA Extraction Kit, Roche MagnaPure",165.70%,0,0,0,24,768:960,1657,
5/10/2021 12:01:15,pcalab2020@yahoo.com,VII,CEBU,LAPU LAPU,PRIMECARE ALPHA COVID-19 TESTING LABORATORY,Private,RT-PCR,LAPU-LAPU - 1700,24 hours,7 days with holidays,24 hours,N/A,,2200,Average/Manageable,"TESTING OUTPATIENTS, INBOUND  AND OUTBOUND",5,VTM,,700,,4,2200,,1,100,,,2,1,2200,,,,,,,,NONE,CHERRY FAYE PENA,09081153848,NPS and OPS,HIGH PURE VIRAL RNA KIT,Roche Lightcycler 480 II,"Sansure, ROCHE EGENE & RDRP","Bioer Auto Extractor, BIOER Magabio Virus DNA/RNA Extraction Kit, Roche MagnaPure",,NONE,NONE,NONE,24,,421,
5/10/2021 12:41:51,bmcgenexpertlab@yahoo.com,III,BULACAN,MALOLOS,BULACAN MEDICAL CENTER GENEXPERT LABORATORY,LGU Owned,GeneXpert,BULACAN 20,12 hours,7 days,12 HOURS,5:00 PM,,10,Decrease,CARTRIDGES AVAILABILITY,,VTM,,,,,,,,,,,,,,,Cepheid GeneXpert,Four placer,4,,500,,"STERILE GLOVES, CARTRIDGES",LOIDA GONZALES,09236132209,1 NPS only,,,,Panagene Panamax 48,,0,0,0,12,4: <20,32,<10
5/11/2021 2:03:19,labresult@westmetro.com.ph,IX,Zamboanga del Sur,Zamboanga City,West Metro Medical Center GeneXpert Laboratory,Private,GeneXpert,Zamboanga del Sur/Zamboanga City + 36,16 hours,7 days with holidays,2 hours,5pm,,32,Increase,N/A,No Extraction Machine,N/A,N/A,32,N/A,N/A,N/A,,N/A,N/A,,,1,N/A,N/A,,Cepheid GeneXpert,Four placer,2,,992,,Refrigerator for specimen storage,Marjorie Espiritu,+639367905165,NPS and OPS,N/A,N/A,N/A,N/A,320,N/A,N/A,N/A,2,32,249,32
5/10/2021 13:06:33,lcp.snl_srp@yahoo.com,NCR,Metro Manila,Quezon City,Lung Center of the Philippines Subnational Laboratory for Emerging and Re-Emerging Infectious Diseases (LCP SNL-EREID),GOCC,RT-PCR,Rizal= Ave. of 85 samples/for this wk. / LCP HCW =Ave.105 samples for this wk/ LCP out and In-patient= 135 samples for this wk,16 hours,7 days with holidays,"48 hours, 72 hours",5PM,,400-800,Average/Manageable,Shift in the new IT system,2,VTM and SSR,SRR good for 300 samples per day on Natch CS,Sansure Sample Storage Reagent = 400;  VTM/UTM = 400 ,Kingfisher with consumables,kit good for 192 samples,300,,good for 100 samples,100-150 samples (2 shifts),,,3,25kits (good for 600 tests),8400-800,,,,,,,,PPEs,Simonette R. Laxina/ Marry Cris T. Muna,2889246101 loc. 1033/ 1034/ 1061,NPS and OPS,"Macherey Nagel Nucleospin DX Virus, Qiagen QiaAmp Viral RNA Extraction Kit","ABI 7500 Fast, Bio-Rad CFX96, Sansure MA 6000",Sansure,"Kingfisher, Sansure Natch CS",81.50%,N/A,N/A,N/A,48-72 hrs,800; 400,2287 samples,
5/10/2021 13:29:12,bghmcpcrlab@gmail.com,III,BATAAN,BALANGA CITY,BATAAN GENERAL HOSPITAL & MEDICAL CENTER RT PCR LAB,DOH Owned,RT-PCR,BATAAN- 500; NUEVA ECIJA- 70,12 hours,7 days,48 hours,5 PM,,1000,Decrease,N/A,2,VTM,N/A,500,N/A,16 KITS (32t/KIT),700,,N/A,N/A,,,4,3 KITS ( A STAR 200T/KIT),700,,N/A,N/A,N/A,,N/A,,N/A,RIZALIE MALINAO,09179357429,NPS and OPS,N/A,Bio-Rad CFX96,"BGI, A Star Fortitude Kit 2.0",BIOER Magabio Virus DNA/RNA Extraction Kit,50,N/A,N/A,N/A,24-72 HRS.,640; 704,3343,
5/10/2021 13:47:46,aageronimo@tdf.org.ph,NCR,Metro Manila,Makati City,"Tropical Disease Foundation, Inc.",Private,RT-PCR,Makati-210,16 hours,6 days,48 hours,4 pm,,210,Average/Manageable,Manpower,1,VTM and SSR,,,,,,,,,,,,,,,,,,,,,None,Anthony Geronimo,09338614356,NPS and OPS,,ABI 7500 Fast,,Kingfisher,,0,0,0,48,,,
5/10/2021 14:02:00,pghmolecularlab@gmail.com,NCR,Metro Manila,Manila,Philippine General Hospital Molecular Pathology Laboratory,Other Government Agency,RT-PCR and GeneXpert,Manila-600,24 hours,7 days with holidays,"2 hours, 8 hours, 24 hours",None for inpatients. Office hours for outpatients,,600,Average/Manageable,"Availability of reagents and consumables, number of available personnel",5,VTM,0,600,"Thermo Scientific Magmax Extraction kit, Kingfisher with consumables",600,600,,10,400,,,4,600,600,,Cepheid GeneXpert,Four placer,4,,600,,"Extraction kits, PPEs, filtered pipette tips",Erick Martin Yturralde,09998812857,"1 NPS only, NPS and OPS",GenAmplify TM Viral RNA Purification Kit,"ABI 7500 Fast, BDMAX SARS COV 2, Bio-Rad CFX96","BGI, A Star Fortitude Kit 2.0, Sansure","Kingfisher, Panagene Panamax 48, Qiagen Qiacube",76.74,0,0,0,2 to 24 hours,1056; 1152,3223,30
5/10/2021 14:46:06,mmtobias@themedicalcity.com,NCR,Rizal,Pasig,The Medical City- Ortigas,Private,RT-PCR and GeneXpert,Pasig -200,16 hours,7 days with holidays,16 hours,"4am, 1pm and 3pm",,600,Average/Manageable,Increased testing labs,2,VTM,0,300,Genefinder viral rna,10,200,,1 qiagen viral rna kit 250t,200,,,3,10,500,,Cepheid GeneXpert,Four placer,2,,30,,PPEs,Dr. Rose Lou Agbay/Maria Luisa Tobias,8 988 1000 loc 6125,NPS and OPS,Qiagen viral RNA 250,Bio-Rad CFX96,Sansure,GeneFinder Ex-mate 32,200,0,0,0,12-16 hrs,500,1335,1
5/10/2021 15:09:11,portarea.mlab@redcross.org.ph,NCR,Manila,Port Area,PHILIPPINE RED CROSS PORT AREA MOLECULAR LABORATORY,Private,RT-PCR,"MALABON-100
SAN JUAN- 100
MAKATI- 100
PASAY- 100
LAS PINAS-100",24 hours,7 days with holidays,48 hours,NONE,,8000,Average/Manageable,Intermittent sample,7,"Sansure SSR, Saliva Collection Container",150-200,0,NONE,50-70,8000,,,NONE,,,12,100-120,8000,,NONE,NONE,NONE,,NONE,,NONE,Florame Sanchez,09958445578,"NPS and OPS, Saliva",NONE,"Sansure MA 6000, Sansure Slan96",Sansure,Sansure Natch CS,52.13,0-2,0-2,0-2,48,12000,29191,NONE
5/10/2021 15:25:22,boholpcrlaboratory@gmail.com,VII,Bohol,Tagbilaran City,Bohol Containerized PCR Laboratory,Other Government Agency,RT-PCR,Bohol - 94,8 hours,7 days with holidays,48 hours,8:00 AM,,188,Average/Manageable,N/A,,VTM and SSR,180,180,Manual Extraction,0,0,,2,180,,,2,2,180,,None,None,0,,0,,none,Dr. Cesar Tomas Lopez,09496091784,NPS and OPS,Not Applicable,Bio-Rad CFX96,None,Manual Extraction,50,0,0,0,48,188,1133,0
5/10/2021 15:26:10,pnpghlaboratory@gmail.com,NCR,Metro Manila,Quezon City,PNPGH Molecular Laboratory,Other Government Agency,RT-PCR,QUEZON CITY-170,24 hours,7 days with holidays,24 hours,5PM,,170,Average/Manageable,"During the weekend, only ER patients, Incoming & Outgoing duty health care personnel and personnel with travel are being catered for RT-PCR",1,VTM,0,200,None,6 kits,170,,0,0,,,1,2 kits,170,,N/A,N/A,N/A,,N/A,,Extraction machine and PCR machine,Jun O Evangelista,09955988694,NPS and OPS,Not Applicable,Bioer Quant Gene 9600,None,BIOER Magabio Virus DNA/RNA Extraction Kit,84,0,0,0,24,170; 170,1005,N/A
5/10/2021 15:30:43,ayeshacara.tolentino@makatimed.net.ph,NCR,Metro Manila,Makati City,Makati Medical Center,Private,RT-PCR,N/A,24 hours,7 days with holidays,48 hours,None,,700,Average/Manageable,None,3,VTM,N/A,500,N/A,N/A,700,,N/A,250,,,2,500 tests,720,,N/A,N/A,N/A,,N/A,,NONE,Aileen Anne Abacan,09988679844,"NPS and OPS, BAL, ETA",N/A,"ABI 7500 Fast, Bio-Rad CFX96",Sansure,Roche MagnaPure,57%,None,None,None,48 hours,600;700,2122,N/A
5/10/2021 15:43:00,bmcmolecularlab@yahoo.com,III,Bulacan,Malolos,Bulacan Medical Center-RT-PCR,LGU Owned,RT-PCR,"Bulacan/Sta Maria-30
Bulacan/ Bulakan- 30
Bulacan/ Hagonoy-20",12 hours,7 days with holidays,48 hours,5:00 pm,,200,Decrease,n/a,1,VTM,,100,,1 box,96,,1 box,96,,,1,2 kits,192,,,,,,,,"Pipettors, micentrifuge, filtered tips (100ul to 1000ul), N95 mask",MICHAELLA B. SAYO,09228449113,NPS and OPS,,Roche Lightcycler 480 II,,Roche MagnaPure,2000,None,None,None,48,200,493,
5/10/2021 15:45:48,coro@healthmetrics.com.ph,NCR,metro manila,makati city,"HEALTH METRICS, INC",Private,RT-PCR,MAKATI-250,8 hours,6 days,"24 hours, 48 hours, 6 and 12",5PM,,500,Average/Manageable,none,2,VTM,none,500,none,500,500,,none,none,,,2,500,500,,,,0,,0,,none,Cheryl Mae M. Oro,09178519564,NPS and OPS,Not Applicable,"Bio-Rad CFX96, mbm",,"VERI-Q PREP M16-2, tanbead",50,none,none,none,"6, 12, 24, 48",500:500,1733,zero
5/10/2021 15:48:58,AyeshaCara.Tolentino@makatimed.net.ph,NCR,METRO MANILA,MAKATI CITY,MAKATI MEDICAL CENTER,Private,RT-PCR,N/A,24 hours,7 days with holidays,48 hours,NONE,,700,Average/Manageable,NONE,3,VTM,N/A,500,N/A,N/A,700,,N/A,250,,,2,500 TESTS,720,,N/A,N/A,N/A,,N/A,,N/A,AILEEN ANNE ABACAN,09988679844,"NPS and OPS, BAL, ETA",N/A,"ABI 7500 Fast, Bio-Rad CFX96",Sansure,Roche MagnaPure,57%,NONE,NONE,NONE,48,600;700,2122,N/A
5/10/2021 16:14:08,ayeshacara.tolentino@makatimed.net.ph,NCR,METRO MANILA,MAKATI CITY,MAKATI MEDICAL CENTER,Private,RT-PCR,N/A,24 hours,7 days with holidays,48 hours,NONE,,700,Average/Manageable,NONE,3,VTM,N/A,500,N/A,N/A,700,,N/A,250,,,2,500 TESTS,720,,N/A,N/A,N/A,,N/A,,NONE,AILEEN ANNE ABACAN,09988679844,"NPS and OPS, BAL, ETA",N/A,"ABI 7500 Fast, Bio-Rad CFX96",Sansure,Roche MagnaPure,57%,NONE,NONE,NONE,48 HOURS,600;700,2122,N/A
5/10/2021 16:29:07,aileenanne.abacan@makatimed.net.ph,NCR,Metro Manila,Makati City,Makati Medical Center,Private,RT-PCR,N/A,24 hours,7 days with holidays,48 hours,none,,700,Average/Manageable,NONE,3,VTM,N/A,500,N/A,N/A,700,,N/A,250,,,2,500 TESTS,720,,N/A,N/A,N/A,,N/A,,NONE,Aileen Anne Abacan,09988679844,"NPS and OPS, BAL, ETA",N/A,"ABI 7500 Fast, Bio-Rad CFX96",Sansure,Roche MagnaPure,57%,NONE,NONE,NONE,48,600; 700,2122,N/A
5/10/2021 16:42:11,bghmcmolbiolab@gmail.com,CAR,Benguet,Baguio City,Baguio General Hospital and Medical Center Molecular Biology Laboratory,DOH Owned,RT-PCR,"PANGASINAN-100
CAR-1500",24 hours,7 days with holidays,32 hours,4:00 pm,,1500,Average/Manageable,Availability of machine (PCR Machines and Automated Extraction Machines) and availability of PCR Kits,3,"VTM, Sansure SSR, VTM and SSR",500,1000,"Thermo Scientific Magmax Extraction kit, Kingfisher with consumables, MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit",1500,1500,,500,500,,,3,1500,1500,,Not Applicable,Not Applicable,3,,Not Applicable,,"We need additional machine, and PCR machine as an alternative of our existing machine. This is to prevent overuse of these units and to prevent future malfunctions of these units.",Rommel C. Verganio,Not Applicable,"1 NPS only, 1 OPS only, NPS and OPS",GenAmplify TM Viral RNA Purification Kit,Bio-Rad CFX96,"BGI, A Star Fortitude Kit 2.0, Sansure","Kingfisher, Maccurra",1500,0-2,0.2,0,32,1600; 1800,9348,Not Applicable
5/10/2021 17:12:29,rfortuno@detoxicare.com.ph,NCR,Metro Manila,Mandaluyong,Detoxicare Molecular Diagnostics Laboratory,Private,RT-PCR,"NCR - 1500, Region II - 200, Region IV(A) - 300",24 hours,7 days,48 hours,10pm,,4500,Average/Manageable,Other available Laboratories,7,VTM and SSR,100,2500,n/a,2500,2500,,100,960,,,6,2500,2500,,n/a,n/a,0,,0,,N95 mask,Rachelle fortuno,09171379937,NPS and OPS,XABT Nucleic Extraction Kit,"ABI 7500 Fast, Bio-Rad CFX96, Bioer Quant Gene 9600, Sansure MA 6000, healforce x960","BGI, Sansure",Purifier Modesty,55.6,0,0,0,48,4500,16379,0
5/10/2021 17:33:01,djnrmhsmolecularlab@gmail.com,NCR,Metro manila,Caloocan ,Dr. Jose N. Rodriguez Memorial Hospital and Sanitarium Molecular Laboratory,DOH Owned,RT-PCR and GeneXpert,Romblon 250,16 hours,7 days with holidays,48 hours,5:00pm,,270,Increase,Mandatory swabbing/ofw testong,3,VTM and SSR,300,300,Sansure,15,270,,15,270,,,4,15,270,,Cepheid GeneXpert,Four placer,4,,150,,Cif/valid id/linelist,Maverick flores,09655490544,NPS and OPS,Sansure,Sansure MA 6000,Sansure,"Maccurra, Sansure Natch CS",143.9,0,0,0,48 hrs,270,2720,1-5
5/10/2021 18:15:40,nmtbrc.covid@gmail.com,X,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY,Northern Mindanao Medical Center Satellite COVID-19 Laboratory,DOH Owned,RT-PCR,"Misamis Oriental - 50, Misamis Occidental - 50, Lanao del Norte/Iligan City - 20 , Bukidnon - 70 , Camiguin Island -  20",16 hours,7 days with holidays,48 hours,9:00 pm,,558,Average/Manageable,NONE,3,VTM and SSR,,,,4,372,,0,0,,,3,16,372,,,,,,,,MicroAmp 0.2 mL PCR Plate,Gemma G. Uy,09065375647,NPS and OPS,XABT Nucleic Extraction Kit,"ABI 7500 Fast, Bio-Rad CFX96, Sansure MA 6000, ABI 7500 Regular","A Star Fortitude Kit 2.0, Sansure","GenePure Pro, Genolution Nextractor 48, Sansure Natch CS",66,0,1,1,48 hours,1488,2177,
5/10/2021 19:21:10,batmcmolecularlab@gmail.com,IV-A,Batangas,Batangas City,Batangas Medical Center Molecular Diagnostics Laboratory (RT-PCR) ,DOH Owned,RT-PCR,Batangas Province-150 to 180 per day,12 hours,5 days with holidays,72 hours,12 noon,,180,Increase,Increase in the number of positive cases and contact tracing activities,2,VTM,0,150-180,Maccura MagBind RNA Extraction Kit,150-180,180,,150-180,180,,,2,150-180,180,,N/A,N/A,N/A,,N/A,,ADDITIONAL VTMS WITH NPS/OPS APPLICATORS & N95 RESPIRATORS,PATRICIA MAE U. MACALALAD,09152723871,NPS and OPS,Not Applicable,Bio-Rad CFX96,Maccura SARS-CoV-2 Fluorescent Kit,Maccurra,85 %,0,0,0,72 hours,180; 180,767,N/A
5/10/2021 19:54:49,mc-molecular@wvsu.edu.ph,VI,Iloilo,Iloilo City,West Visayas State University Medical Center - Molecular Diagnostic Laboratory,GOCC,RT-PCR,Province of Iloilo - 50,8 hours,5 days with holidays,8 hours,9:00 AM,,90,Average/Manageable,"Samples accepted are limited to the healthcare workers, Emergency Room, Admitted and Outpatient clients of the medical center",1,"VTM, UTM",0,70,Thermo Scientific Magmax Extraction kit,1,90,,1,50,,,2,3,50,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,"Manpower; PCR kits; Extraction kits (manual and automated); Filtered tips (1000, 200, 10uL);  PPE","Anna Victoria J. Sombong, MD, FPSP",N/A,NPS and OPS,GenAmplify TM Viral RNA Purification Kit,Bio-Rad CFX96,BGI,Kingfisher,55.56,0,0,0,8,90; 180,179,Not Applicable
5/10/2021 21:26:44,drstmh.covid19lab@gmail.com,VI,AKLAN,KALIBO,DR. RAFAEL S. TUMBOKON MEMORIAL HOSPITAL MOLECULAR LABORATORY,LGU Owned,RT-PCR,AKLAN-200,12 hours,7 days with holidays,48 hours,10 AM,,200,Average/Manageable,NONE,2,VTM and SSR,,200,NONE,3,250,,2,150,,,3,5 BOXES (50 TESTS),250,,N.A,N.A,0,,0,,RNASE AWAY,CHARMAINE TEMPLONUEVO-FLORES MD,09395550570,NPS and OPS,"Thermofisher Genejet Viral DNA/RNA Purification Kit, Invitrogen Purelink TM Viral RNA/ DNA Mini Kit","ABI Quantstudio, Bio-Rad CFX96","BGI, A Star Fortitude Kit 2.0",Biobase Diagnostic Technology,100,0,0.5,0,48-72 HOURS,,"1,120",0
5/10/2021 22:21:01,cabuyaomolecular2021@gmail.com,IV-A,Laguna,Cabuyao,Laguna Holy Family Hospital Inc. Satellite Molecular Laboratory,Private,RT-PCR,"Calamba, Cabuyao, Biñan, San Pedro, Muntinlupa, Sta. Rosa, Los Baños, Las Piñas",12 hours,6 days with holidays,8 hours,12pm,,94,Average/Manageable,Incresing Number of patients,1,VTM and SSR,0,96,MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit,6,94,,N/A,N/A,,,1,1,96,,N/A,N/A,1,,0,,N/A,Crystal Gem Ledang,09569765269,NPS and OPS,Not Applicable,QuantGene 9600,"Sansure, VTM",Maccurra,445.83,0,0,0,24,96,428,0
5/11/2021 8:38:16,covid19lab.sjd@gmail.com,III,BULACAN,CITY OF SAN JOSE DEL MONTE,QUALIMED HEALTH NETWORK SJDM,Private,RT-PCR,BULACAN-80,24 hours,7 days with holidays,48 hours,4PM,,364,Increase,NONE,1,VTM,6,182,NA,6,364,,NA,NA,,,2,8,364,,NA,NA,3,,0,,NONE,Lucille Deligero,09266965428,NPS and OPS,Not Applicable,Sansure MA 6000,NA,Sansure Natch CS,50,NONE,NONE,NONE,48,364;364,1274,0
5/11/2021 8:58:32,info@almolecular.com,NCR,"NCR, Fourth District (Not a Province)",City of Makati,AL Molecular Diagnostic Laboratory,Private,RT-PCR and Other Cartridge-based,10,12 hours,6 days with holidays,8 hours,6 pm,,16,Others,Marketing,2,VTM,0,500,magabio virus/DNA / RNA Extraction Kit,17,1000,,0,0,,,2,32,32,,Ustar,Two placer,2,,0,,None,Cecille Gertrude S. Guerrero,09177033016,NPS and OPS,Not Applicable,"Bioer LineGene 9600 series, abcyclerQ Real Time PCR",Ustar,Ustar,34.5,0,0,0,8 hrs,16,195,16
5/11/2021 10:15:12,COVID19LAB.STR@QUALIMED.COM.PH,IV-A,Laguna,City of santa rosa,QUALIMED HEALTH NETWORK SANTA ROSA,Private,RT-PCR,LAGUNA- 128/ MANILA- 43,16 hours,7 days with holidays,48 hours,5:OO PM,,480,Average/Manageable,NONE,1,Sansure SSR,288,0,NONE,6,480,,0,0,,,2,6,480,,NONE,NONE,0,,0,,SPECIAL RISK ALLOWANCE FROM GOVERNMENT,CATHERINE DE LEON,09955025238,NPS and OPS,Not Applicable,Sansure MA 6000,Sansure,Sansure Natch CS,286,NONE,NONE,NONE,48,288,"1,435",0
5/11/2021 10:33:53,jentorresmd@gmail.com,IV-A,Laguna,Calamba City,Calamba Medical Center,Private,RT-PCR,"240-Laguna, 15 - Batangas",8 hours,6 days with holidays,48 hours,12nn,,500,Average/Manageable,Insufficient clerical staffs,2,VTM and SSR,0,500,none,500,550,,0,0,,,2,550,500,,none,none,0,,0,,Additional clerical manpower,"Jennifer B. Torres, MD",09998829848,NPS and OPS,none,Bio-Rad CFX96,"BGI, A Star Fortitude Kit 2.0, Sansure",Abgenix Extraction System,46.4,0,0,0,48,500,1394,0
